Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
2.68228,0.89765,-1.02363,2.24407,-0.30178,-2.57600,0.62995,Bad
-0.83249,-0.01020,-1.13671,1.84860,-0.71360,1.76900,-2.30115,Bad
-2.66714,-2.42401,3.66527,-0.20886,1.16285,1.02268,0.09192,Good
-0.64056,0.39931,0.44996,1.66364,1.47734,-0.27079,1.02180,Bad
1.42104,-3.06058,-1.61347,1.92110,0.25338,-0.40760,-0.06426,Good
1.39382,0.42864,-2.06243,1.03230,-0.68696,-0.43684,-0.49057,Bad
-5.05671,-0.81725,2.92331,1.38673,1.69378,0.91517,2.94383,Bad
-1.67591,0.87016,-3.43634,0.63772,-0.61702,3.39855,1.09433,Bad
-0.23149,-2.66317,3.44582,0.79006,1.08158,0.96434,-1.29987,Good
-1.42346,-2.46633,3.30663,2.09231,2.24922,1.03158,0.31719,Good
1.68029,-0.81552,-0.49104,-1.63059,0.93370,0.11482,0.58325,Good
4.00403,-0.32230,-3.32585,1.68277,-0.20443,1.46337,-0.81870,Good
-5.19229,-0.19931,0.84140,0.70751,2.84267,-1.01286,-2.27360,Good
-3.13277,-3.28275,3.70054,1.97531,3.95025,-0.12251,-0.53338,Good
-1.58545,0.17278,0.90412,-1.77954,-1.03043,1.24695,-4.61703,Good
0.70344,0.05863,-1.00069,1.79656,0.98069,-1.76693,1.10574,Good
2.25166,-0.29925,-3.06256,1.72336,-2.27845,1.16282,-0.60355,Good
-4.08491,-1.01471,3.03341,1.67650,-0.14170,-0.33705,2.13165,Bad
-2.24801,-2.31095,-0.43017,1.79893,-0.69011,0.44842,-2.87202,Bad
1.53733,-2.57146,-1.97485,1.15541,3.02744,-0.77097,1.44909,Good
-3.08335,0.62863,0.35029,-0.15770,-0.27842,1.02436,-0.67146,Good
-2.74335,-1.13914,0.88823,-0.39384,-0.79150,0.54542,-2.00154,Bad
1.79108,0.23073,-0.78268,3.42861,0.17808,-1.69741,1.65826,Good
-0.22391,-3.13839,3.98079,0.36546,0.71049,1.74195,-0.11435,Good
0.53645,-4.94461,4.39297,-0.07826,0.08975,2.69483,0.57256,Good
-2.45189,0.47992,-0.18655,1.47321,0.69080,0.25100,-0.24754,Good
0.85344,-0.95126,-4.72855,-1.13151,3.58212,3.30187,-0.55670,Bad
-1.03574,-1.05156,-2.12199,2.21977,0.52380,2.30637,1.48958,Bad
-1.42612,-1.06856,-2.15353,0.13655,0.73810,1.96118,-2.75900,Bad
-1.09946,-1.20655,2.13679,1.92025,-1.23081,-2.15837,-0.90083,Bad
-0.01366,-1.08797,-1.95603,1.99404,-2.10865,-0.41880,-1.57035,Good
1.62546,-1.53499,-5.01676,0.30994,1.11096,2.91367,-0.74674,Bad
0.53636,1.63385,-0.95555,0.81019,-0.36601,-0.84047,2.44271,Good
-2.34591,-0.10310,1.15039,1.62803,-1.39963,0.35879,-2.62073,Bad
-1.33989,-2.49856,0.71046,0.37636,0.59004,2.69204,-1.36513,Bad
-1.99472,0.45909,-1.07876,0.67749,0.28311,0.33691,-0.81344,Bad
-2.80806,-1.28315,0.77727,1.71383,-0.50257,1.00879,0.93970,Bad
1.47195,-0.54360,-3.70661,0.45645,2.41732,2.13652,-0.39362,Bad
3.92718,-3.19272,-2.85300,6.47508,0.78767,-0.90734,0.72456,Good
1.83170,-1.40038,-2.13309,-0.46785,1.39536,0.61423,0.58665,Good
-2.15225,-0.86086,-0.75283,0.07213,-1.09892,1.34993,-1.48743,Bad
0.73246,-1.33140,-1.63915,1.55362,0.13292,1.35232,-1.03798,Bad
-1.18477,-0.71800,-0.89301,2.18166,1.30656,-2.67495,0.40896,Good
-3.17995,-1.64460,2.72319,-0.85085,0.52452,1.41713,-0.75686,Good
0.00322,2.26416,-1.13466,2.25204,-1.27347,-1.63635,0.87423,Good
2.09762,-3.29063,-2.17448,0.61976,0.30867,1.10786,1.19385,Good
2.48632,1.01288,0.01156,2.25957,-2.04043,-0.94657,0.12721,Good
-0.46584,-0.51754,-0.71975,0.88170,0.21478,-0.70137,1.82112,Bad
-1.72069,1.30905,0.27734,1.61223,1.67474,-1.29477,-1.45584,Good
2.47422,-1.65233,-2.02309,3.12741,1.85106,-1.06357,0.51881,Good
2.76843,0.73025,-3.47311,1.57410,-1.35536,1.46239,-0.20898,Good
-2.95490,4.20264,-3.46805,-2.14608,-1.40088,1.09613,-1.67961,Good
1.12519,-1.77413,-0.04643,-0.21640,0.84812,-0.63487,1.74699,Good
0.81452,-1.37678,-0.45790,2.47466,0.60072,0.38963,-0.01425,Bad
1.97880,-1.66879,0.16005,1.92328,-1.96877,0.50274,1.17738,Bad
-4.67468,-0.31712,1.50237,-0.42246,0.66586,0.47637,-1.09437,Good
-1.24440,-3.28098,-2.83993,0.84174,-0.64450,3.78703,0.70131,Good
-0.65556,-0.06976,-0.89209,-0.16635,-0.00282,2.46354,-0.90521,Good
-1.79843,0.53685,-0.87127,0.32701,0.19539,0.97027,-3.35485,Good
-0.70367,-0.87070,0.06056,1.07055,-1.84631,-1.29325,1.21577,Bad
2.27779,-0.66354,-0.83434,2.24555,2.54806,-1.84294,1.81849,Good
-2.74733,-1.09361,-0.68252,0.78043,0.83226,3.18864,0.69137,Bad
1.80969,-1.59332,-0.67215,2.78766,2.24168,-2.10517,0.54511,Good
-2.41364,-1.17387,1.33430,2.01164,2.29094,-0.36430,-1.62657,Good
-2.35710,-0.03876,1.64595,-1.26949,0.44498,0.72947,-2.80113,Good
-3.45587,1.32493,-1.18645,-0.84670,0.68968,0.68202,-1.45340,Bad
1.90432,1.30397,-2.60886,0.97914,-0.85063,0.47649,1.72311,Bad
0.05317,0.09200,-0.52666,-0.91937,-1.42508,-0.21138,-0.40274,Good
0.02610,3.01031,1.71253,1.75422,0.46818,-2.16081,4.90222,Bad
1.67306,-1.37178,-1.96765,0.11174,1.61290,-0.11800,-0.35656,Good
-2.15686,-1.65543,0.68063,1.49903,0.34676,0.50721,1.58467,Bad
0.06851,-1.97244,-0.01468,-0.37210,2.47362,-2.94386,5.52986,Bad
-1.35554,1.18888,-2.89509,-0.38431,-2.46726,1.68196,0.60135,Bad
-1.24521,-0.67953,1.35430,0.83847,0.12617,0.19077,-2.20013,Good
-1.08660,1.36031,1.14331,2.25859,1.35428,-1.30036,1.98532,Bad
-0.85477,-0.96795,-0.95463,0.70791,-0.14505,1.79892,-2.29034,Bad
0.41258,-2.66404,-3.88172,2.53518,-0.85475,0.09722,-2.59937,Good
-2.19046,1.90042,0.26078,2.59572,-2.93388,-3.21840,-1.40005,Good
-5.40569,-0.05561,-1.05704,0.86547,-0.30459,1.04101,-2.23537,Bad
-2.41784,-4.66629,-0.12612,1.30483,-2.19583,2.87777,-3.84313,Bad
-0.60651,-2.19680,-2.89354,0.27277,0.13227,3.18293,0.08709,Bad
-3.01079,-0.63990,-2.45627,-0.72844,0.55348,4.75578,-0.82788,Bad
-2.04078,0.40406,-2.52892,0.37476,3.00033,2.46624,-1.26703,Bad
-0.46518,-0.44102,2.66635,-3.42464,6.22849,-3.11895,5.20189,Good
-1.83712,-0.02950,1.40308,1.58225,-1.20613,-1.79449,3.20142,Bad
0.09987,-1.70626,-1.50529,0.99148,3.30956,2.14311,0.95715,Bad
0.69877,-3.18390,-0.96017,0.06246,3.00315,-0.56087,3.56533,Good
-1.12721,-0.01223,-0.88890,0.07778,1.00160,1.69498,-3.45210,Good
-1.89680,0.15036,2.42406,3.02981,-3.69538,-0.68082,-0.48589,Bad
1.57585,-3.00540,-1.12653,-0.19518,3.09480,-0.37744,1.70458,Good
-3.85297,-0.54240,2.89554,-1.53335,2.57310,-0.63461,-3.13574,Good
-1.26649,-2.31638,1.76519,1.85383,1.84359,0.67647,-1.25037,Bad
1.15242,2.44500,-1.56077,3.79043,-0.26664,-1.53778,3.58281,Good
-1.06116,-3.35639,-4.83019,0.02003,1.83304,3.45347,3.59056,Bad
0.73273,-0.79305,1.21466,-0.85217,-0.19716,1.61852,-3.13219,Good
-1.46408,-1.08526,0.18652,1.25230,1.60038,1.47398,-1.33658,Good
2.34488,0.70460,0.15284,0.99091,0.82884,-1.29600,1.44139,Good
-1.94160,-0.25394,0.17910,0.58531,0.26643,3.55009,2.43495,Bad
-3.24518,0.24504,1.78668,0.01929,2.74891,-0.40451,-1.73387,Good
2.84911,-0.81050,-1.76915,0.86334,1.33238,0.04916,1.18505,Bad
0.38031,0.10888,0.83837,0.71848,1.40036,-2.32767,2.41109,Good
-2.98333,0.57344,0.08228,0.53318,2.13481,-0.65621,-2.92866,Good
-2.83717,-2.76333,-1.40454,1.49606,0.21366,3.89498,2.45423,Bad
1.18453,-1.34169,-3.32187,7.56149,-0.57623,-2.33623,-1.55916,Good
-0.15792,0.32381,-0.89334,-0.06155,1.29032,0.76693,-5.23663,Good
-1.12512,-0.88290,0.51004,3.58259,1.78684,0.70768,1.27146,Good
-2.33741,1.33976,-4.75383,1.72540,-2.96142,1.74688,0.64823,Bad
-2.73062,-1.80806,-4.08539,0.17256,-1.57926,3.38099,-3.84708,Bad
-4.76463,-1.43121,0.55484,1.43374,0.73011,2.42964,1.75685,Bad
1.41853,-1.14670,-0.05051,0.45492,-0.36832,2.64228,-1.34770,Good
0.13044,-1.37533,-0.12678,0.08260,1.07607,-0.66954,1.41773,Bad
-0.55368,-3.90072,2.99914,1.91904,2.03328,1.60973,-0.35294,Good
-2.56494,-1.54168,1.62808,0.83058,1.62819,-0.57344,4.07202,Bad
0.10901,0.05947,-1.97844,-0.80508,-3.69674,1.10828,-2.74246,Good
0.10158,-0.31576,-1.97246,0.58414,2.13344,-0.00984,2.66220,Bad
-2.42909,-1.90330,3.85204,1.44119,2.57279,-0.13949,-0.52112,Good
1.72281,3.04332,-0.67813,-2.00604,2.68442,-0.09257,4.73831,Good
1.57265,-0.28162,-4.38084,0.30558,2.27468,1.05919,-0.18464,Bad
-2.04219,-3.25971,5.01902,-1.80772,0.70593,1.79855,-1.88350,Good
-2.07553,0.93024,-1.11675,1.94750,-0.37549,-0.83043,-0.15794,Bad
-1.28286,-3.66390,0.27623,-0.76449,1.04063,2.80509,-4.47559,Bad
0.74159,-2.04313,0.65816,-0.04077,0.01212,0.14357,-2.41369,Bad
-0.85935,-1.04809,0.61803,0.19875,1.49358,0.58797,-2.31543,Good
0.19124,-2.09356,-3.27269,0.60720,-0.73296,3.17954,-2.34962,Bad
0.99523,-1.17152,-0.82373,-0.26485,-0.64541,1.86017,-0.66649,Bad
-3.14322,-3.61798,-3.20451,0.50797,-2.11249,3.48104,-5.25659,Bad
2.22905,-1.59163,-4.36949,1.01207,0.99541,2.74300,-0.92120,Bad
1.39138,0.95594,-1.43392,0.72417,1.86488,-1.26812,0.00716,Good
-5.49081,-1.96865,2.25643,0.84785,0.89171,1.19812,5.53853,Bad
1.01595,-0.75566,-1.78681,-0.04278,-0.90703,1.56182,-0.92832,Bad
-0.05499,0.76691,-1.11120,2.83483,0.19347,-2.33659,0.54169,Good
-2.78029,-3.21558,-4.82495,0.83398,-1.57374,4.68034,-4.78157,Bad
1.79863,-3.31186,-0.85416,2.32840,-1.10193,-0.06594,1.90403,Good
-2.13653,-1.81107,0.54123,1.87334,0.75332,0.93855,1.79968,Bad
1.45997,-0.52329,-2.29552,3.43603,-0.05054,-0.72706,2.00454,Good
-0.42956,0.05815,-0.99790,-0.17888,2.49219,-0.16950,0.21035,Bad
1.17263,-1.27730,-0.43401,2.81931,2.39643,-2.80164,2.29779,Good
-0.18689,1.08162,0.82830,0.08956,3.20907,-3.40760,1.29713,Good
1.46628,-3.40324,0.88098,2.71331,-2.80233,0.76823,0.01403,Bad
0.63074,-1.45941,-1.33942,1.57340,0.30665,-0.92236,1.30069,Good
0.42730,-0.42365,-2.07619,1.37772,2.42511,0.83039,0.84398,Bad
0.53456,-2.52112,-1.16717,-0.80986,5.22778,1.38276,0.63838,Bad
-1.74297,-1.69783,-1.01643,1.08320,-0.50102,1.86660,2.69364,Bad
2.53066,-5.27556,-1.07097,-1.27458,5.23204,0.41034,3.53224,Good
-1.32280,-2.20512,-0.20801,-0.09642,1.69470,1.42892,0.94783,Bad
-3.16031,-0.76181,-1.12849,-0.07822,1.41306,4.56120,0.10875,Bad
-2.12654,-0.00676,-2.15687,1.94706,0.30343,2.80110,0.95572,Bad
-1.77747,-0.53546,2.59279,0.73594,1.29967,-2.69862,2.39350,Bad
-0.93346,0.42687,0.67568,0.67717,0.16914,-1.75467,2.70182,Bad
-4.86735,0.78790,2.40183,1.56419,2.83205,-1.90537,-0.95367,Good
-0.65129,-0.24971,-0.90758,0.35422,0.96970,-1.98628,-1.44775,Good
2.96239,0.45711,-3.51342,1.85077,0.12021,1.24708,1.08697,Good
-0.44609,3.46040,-3.74579,-0.20981,-1.15035,1.95326,-0.77796,Good
1.76209,2.05087,-1.37506,2.98818,-0.35303,-1.02543,3.20082,Good
0.41792,-0.54224,-2.40175,5.90908,-2.65945,-1.80498,-0.81132,Good
-0.33794,0.15141,-0.92949,-1.20926,1.03872,-0.81087,-0.11316,Good
1.13118,-1.23141,-0.74432,1.54648,1.42407,-1.54788,0.96417,Good
-2.63287,-3.85480,0.73569,1.31052,-1.10719,0.25845,-4.92674,Bad
1.64505,-1.32154,-1.26667,5.56792,-0.70202,-1.99603,2.24505,Good
-0.58551,-0.82153,-0.90870,1.22237,0.64208,-0.17308,2.23368,Bad
-2.17725,1.23887,-0.81028,0.38570,-1.27385,0.73721,1.01085,Bad
0.91814,-4.23236,0.54929,-1.40773,3.32263,-1.00753,2.38179,Good
-3.64555,0.03473,1.97260,-0.23628,2.95379,-0.67842,-2.55446,Good
-3.92465,-2.03991,0.97178,0.65509,0.19643,0.72758,-3.32946,Bad
-2.52036,0.23383,-5.67152,1.61189,-2.91573,2.81768,-1.02105,Bad
-1.36503,-1.63033,2.52923,-0.63816,1.15526,0.67293,-2.37251,Good
-0.99145,-3.00521,-2.63100,-1.78380,3.08931,3.37504,0.60486,Bad
-1.94845,-0.71148,-0.76956,0.90358,1.94511,2.01253,1.43499,Bad
-0.13649,-0.03395,1.00949,1.55307,-0.90249,-2.61868,0.78454,Bad
-1.07381,-1.43858,0.48934,0.39237,0.40069,-2.35638,-0.40565,Good
1.33949,-0.98498,-0.24530,1.86371,1.63674,-2.17306,1.10845,Good
0.59130,0.61659,-0.52595,6.11062,-1.03680,-3.44006,1.89978,Good
-0.99022,-1.66706,0.31033,3.65755,-2.11068,-2.62500,-1.82256,Bad
1.78269,0.02850,0.10659,2.47260,-3.30258,-0.11987,4.04695,Bad
-2.44531,-2.51046,-0.21796,-0.12086,2.59084,1.09886,2.48128,Bad
-0.60856,-1.43617,0.97228,0.21253,1.07252,1.53577,-1.69873,Good
-1.25938,-0.67813,0.89066,1.60914,0.70854,1.63299,0.56144,Good
-1.97798,-0.22948,1.28346,0.23890,1.04993,0.68232,0.36958,Good
-2.54370,1.97963,-1.05821,1.45222,0.72783,0.12213,-0.82625,Good
1.71864,-2.76106,-0.59267,1.35563,0.68060,-0.68248,1.70291,Good
2.11707,-0.98735,-4.11168,1.88754,-0.49167,2.08767,-1.65211,Bad
-1.56118,-1.00340,-0.17757,3.16843,-1.72121,2.08430,0.59943,Bad
-2.16218,-1.33746,1.80936,0.92654,3.45382,-1.41129,-3.99992,Good
-0.23919,-0.43906,1.35260,0.79330,0.95810,-2.87616,1.68985,Good
-1.65685,-0.04638,2.50108,3.06000,-2.90171,-2.94583,1.26495,Bad
1.27351,0.14675,-1.57309,3.49549,-1.71994,-0.57379,2.65110,Good
-2.67018,0.43790,1.78306,0.63039,1.45911,-2.35796,1.80237,Bad
-1.56859,-1.97070,1.26279,-0.52440,0.57374,2.01153,-2.82437,Good
-1.37051,-1.30310,-0.31499,0.31626,1.93996,-0.14256,2.97975,Bad
0.22764,0.61544,-0.52159,1.55227,-1.04200,-0.07835,-3.08188,Bad
-0.09173,0.18584,-0.82604,1.36984,-0.20629,-1.37804,1.59920,Good
-1.50099,1.14951,-0.08461,2.50372,-1.94678,-2.56119,1.12993,Good
0.74750,0.98284,-1.38443,-0.12818,-0.40704,1.68324,-3.54372,Good
-2.89480,-1.64970,1.82099,2.70671,-0.48492,-0.58121,-0.77161,Bad
2.56325,-2.87291,-0.53060,2.26187,-1.38630,4.82622,1.08475,Good
-2.01786,-0.50505,1.00896,-0.84689,2.39100,-2.67803,3.61534,Bad
-1.98812,-0.10289,-0.97175,-0.69182,2.97139,0.46954,2.13382,Bad
-0.88353,-0.53005,1.63744,0.27351,-0.43387,1.25011,-1.14986,Good
-0.47389,-0.64013,-1.01155,0.40679,2.40612,1.30984,-1.51965,Bad
1.61734,0.26788,-1.33439,-0.12327,1.05357,-0.42746,0.42159,Good
1.34901,-2.01821,-2.61149,2.45801,2.30024,-0.77795,0.94755,Good
-2.52494,-0.30864,0.43666,-0.60301,1.20271,0.98641,-2.05390,Good
-2.72156,0.26015,1.36754,0.35782,1.71066,0.55643,0.04898,Bad
0.25300,-0.39487,-1.12415,1.12349,-0.98475,-0.62210,-0.69887,Bad
0.70442,1.05761,-3.08079,-0.15769,-0.80912,1.03504,-0.42925,Good
-0.95848,-0.93695,-0.52571,1.41951,2.01854,0.53012,-2.50130,Good
0.96371,-0.18603,-1.40315,0.90651,-0.99409,-0.04460,-1.66129,Bad
-1.40676,-1.04892,1.44269,0.15847,1.40537,-3.40037,0.70140,Good
0.65145,-2.54851,0.01005,1.31239,-0.35603,-0.14883,-2.60911,Bad
-2.42939,-0.07249,0.67531,0.65678,2.65856,-0.01846,1.42771,Bad
3.10142,-1.22249,-2.18131,-1.35956,2.60830,1.28502,1.88035,Good
-2.30901,2.34423,2.17508,1.73094,-0.30665,-2.60996,1.06247,Bad
1.68600,0.76752,-2.82638,-1.36742,0.75843,0.98828,-0.86580,Good
-3.13043,-0.05378,1.94499,0.68193,0.81386,-1.34076,3.29629,Bad
1.99151,-1.88605,-0.63526,4.09785,-4.42375,-2.83667,-0.43172,Bad
0.13592,-3.69092,-0.74828,1.93969,-0.47011,0.83190,3.54089,Bad
-1.05225,-3.27573,-1.49874,0.30353,0.08170,2.45597,-4.41288,Bad
-1.22155,-0.78463,1.16144,1.72989,-0.23681,0.02783,0.40639,Bad
-0.90867,-2.02368,-0.82555,0.79967,2.68829,-0.21299,5.24047,Bad
-0.42598,0.65761,0.96738,0.08075,2.98788,-2.44346,1.27161,Bad
0.81569,-0.25458,-0.12316,1.92913,-1.90619,-1.00735,-1.47819,Bad
0.46607,-3.22174,1.02473,0.86385,1.31038,-1.93237,1.89997,Good
-0.39460,-0.39916,-2.87535,1.05319,-1.21796,0.04459,-1.31650,Good
-3.30024,3.15796,-1.39707,-0.46159,2.19857,-1.23887,-3.58004,Good
-1.75939,-0.60932,0.06576,0.37076,0.39780,-0.93535,2.63543,Bad
1.65177,-3.68784,0.16110,1.19918,3.96909,-2.07235,1.78427,Good
-0.14191,-1.15284,-3.63653,1.57322,1.56487,4.20054,-1.43337,Bad
1.24192,-1.40693,-2.66040,1.48472,0.95425,0.25389,2.03918,Good
-1.79475,-1.29245,3.13607,1.62711,1.72992,-0.06616,-1.03219,Good
2.18779,-2.08410,-3.16961,-0.28188,1.76634,0.28460,0.72205,Bad
-0.30560,-1.53408,-2.43110,1.29729,0.13552,2.41294,-1.43775,Bad
-0.14484,-1.33601,-3.61778,1.80350,-1.58284,0.44670,-1.88104,Good
0.12517,-3.43197,-3.14688,1.16422,0.28895,0.54347,-0.07028,Good
-2.59900,0.01960,1.00020,0.88772,3.73583,0.19081,3.76052,Bad
-0.26474,-0.44904,0.28671,0.62487,-4.36138,-0.62111,0.42457,Bad
0.95695,0.50686,2.61138,0.49755,0.35009,-2.81425,2.15886,Good
1.20318,3.01077,-1.97567,2.46069,0.81846,-1.44272,2.19352,Good
2.58041,-0.42308,-0.91944,1.97253,1.55274,-1.01907,1.98345,Good
-0.12146,-1.45512,1.89095,1.13963,1.07570,0.82378,-1.78126,Good
-2.92945,-0.49034,-2.64711,-0.96981,0.02210,3.24351,-2.46145,Bad
-1.90934,-0.70931,1.27595,0.45801,-4.51373,1.38595,2.23675,Bad
-1.70550,-0.63334,0.82113,2.02114,1.28841,0.21410,-2.90074,Good
-2.78777,-1.71616,-1.88627,-0.54764,-3.21624,2.75145,-2.48430,Bad
0.36615,0.72037,0.21679,2.73739,-1.83031,-2.26981,0.92386,Good
-1.50033,-0.90415,1.24200,0.39835,3.44737,-0.00277,-2.38326,Bad
0.42461,0.98353,-1.36973,2.51537,-0.54575,0.76007,0.67908,Good
3.38715,0.27037,-4.02138,0.67468,1.49950,1.98118,2.48437,Good
-0.54264,1.18866,-2.61800,0.48740,-0.90095,0.74766,0.28246,Bad
2.32729,-1.40803,-0.88795,3.69703,-0.73642,3.17742,3.51845,Good
-1.73812,-2.09380,0.85574,2.33139,-1.24859,1.47915,1.83005,Bad
-2.01210,-2.96558,-0.15565,0.95845,0.91863,1.96371,2.50886,Bad
0.03015,-1.08468,-0.14590,2.14033,0.29237,-1.89199,2.17109,Good
2.35950,0.78467,-1.14955,-0.95568,1.52284,0.52548,2.94883,Good
0.13324,-1.47415,0.04777,2.82538,1.98524,0.99664,0.21646,Good
1.06708,-2.30583,-1.75619,0.38546,3.63527,-0.60020,2.69724,Good
1.57142,1.22594,1.48196,-1.83431,0.43397,-1.07217,2.23488,Good
1.45705,-1.58537,0.52215,0.51124,-1.55788,-1.88295,-2.42939,Bad
1.03043,-0.02029,0.18580,0.17110,1.46180,-1.40508,1.37260,Good
-3.72598,-0.68580,0.51284,0.54732,0.93635,1.92623,2.07056,Bad
-3.59850,1.72080,0.40161,-1.44287,-0.31852,-0.10284,-2.69468,Good
-1.92192,-0.83039,0.48013,0.17141,1.86153,1.67335,-1.04412,Bad
-0.15716,-0.86092,-1.47803,2.07168,2.94562,-2.89116,-0.38731,Good
-3.97607,1.51903,4.20856,2.34620,-1.68236,-3.42772,1.36520,Bad
-1.13014,-0.98828,0.34453,2.21446,1.39655,0.16995,-0.57590,Bad
2.71037,-3.15463,1.46631,1.89139,-0.47782,2.85252,-0.03374,Good
1.97003,-2.61554,0.46533,0.05206,2.32330,-0.95395,2.83450,Good
-1.15242,0.34312,-0.53466,0.60106,0.63290,-0.78753,1.30553,Bad
-3.24801,0.33380,1.23359,0.86559,3.07504,-1.24413,-2.94729,Good
4.00643,-0.60178,-2.90452,1.32849,-0.17474,1.87241,1.90485,Good
-1.48932,0.16094,-0.15599,-1.01449,0.45183,3.72646,1.49395,Bad
-0.19824,-0.43756,-2.20652,1.39318,-2.72936,0.91309,0.19714,Bad
-1.08284,-2.48124,-2.09714,0.71314,-0.08833,1.91188,2.01269,Bad
1.85607,-1.62632,-0.40484,2.33405,5.10047,-2.62402,3.82724,Good
0.51628,-0.52510,-1.31611,1.04641,-0.24624,1.16872,0.12283,Bad
3.93058,-4.62319,-2.37969,2.19693,2.72948,0.16254,-0.19506,Good
2.04487,-0.65193,-1.54426,1.39705,0.87519,1.90873,-2.21211,Good
-1.66047,-3.66320,2.30827,0.58999,3.02914,0.97178,-3.15671,Good
-1.19629,-0.38806,-1.95393,-0.56058,2.21495,2.42455,-2.30635,Bad
2.08091,-2.84604,-2.46682,-0.11917,0.89317,1.06317,-0.45310,Good
2.28506,-2.40136,-1.91888,0.03951,2.39354,-0.08504,-0.36931,Good
-0.98236,0.29700,2.22789,0.52665,0.45434,-4.18288,3.90535,Bad
-0.57413,-3.33367,0.98000,2.35355,-1.17039,1.02722,-1.31712,Bad
-2.53347,2.26815,-0.95000,1.75801,1.63342,-0.35211,0.36724,Good
-2.37944,-3.46490,4.11594,-0.30287,0.98302,1.93170,0.20356,Good
-3.11569,2.05354,-0.43967,2.22585,-1.16131,-3.47342,-0.43506,Good
-2.12091,0.64585,-2.41138,1.60566,0.23126,1.78540,0.35596,Bad
2.44109,-1.43046,-0.93226,1.00968,-2.02383,4.08122,1.28669,Good
-1.67946,-0.58705,1.30833,1.15324,2.52909,-2.33167,4.08216,Bad
2.33102,-1.98898,-2.96267,2.99430,0.13238,0.48867,2.38859,Good
-1.73382,0.35182,1.87090,2.97901,-2.04708,-1.69043,0.10101,Bad
1.15391,-4.31774,1.43567,2.27307,0.82296,2.99772,1.95327,Good
-3.88029,-0.33885,2.34926,-1.15179,-1.38066,1.43452,-0.82029,Good
0.51999,-0.62994,-0.52482,1.64121,-1.57108,-0.73526,-0.24602,Bad
-1.99113,-0.49947,-1.66218,3.05653,-0.40293,-2.80699,-1.17135,Good
-1.17579,-1.33987,0.48630,0.22803,0.23760,1.60896,-0.85395,Bad
-0.63252,-1.04863,-0.54429,2.57404,2.72454,0.46352,-2.40324,Good
2.07036,-1.41048,-4.03879,3.04283,-1.83469,1.44039,0.46131,Good
-1.72897,-0.20006,-0.36730,-0.28167,-0.77334,1.56282,-0.28256,Bad
1.96139,0.26495,-0.64490,-2.20558,0.42266,1.25837,3.30148,Good
-3.25022,0.42507,1.04469,-0.58489,-0.26002,1.12443,-1.75825,Good
2.65347,-5.23983,-3.23860,1.15248,1.79587,0.96285,-1.55746,Good
1.53554,-2.34370,-2.25219,0.68844,3.04303,1.40954,0.30186,Bad
0.51688,0.69377,-3.73513,0.01177,1.24338,2.14300,-2.80229,Bad
-2.45877,-0.82141,-2.41066,1.42525,0.42937,1.85341,-2.02066,Bad
1.70871,-1.26491,-0.83857,0.45388,0.71671,-1.94997,1.22922,Bad
-2.69177,-3.21923,-1.00754,0.14276,2.01536,1.49368,5.89066,Bad
-4.15870,0.34215,3.37282,1.93282,3.62146,-1.56963,5.38984,Bad
-0.81416,-0.22463,0.68062,0.25430,-1.24282,1.90624,-0.72776,Good
1.84043,-0.91499,-1.65020,0.45271,0.46083,0.69999,2.70275,Good
0.16507,-3.45379,1.20144,-1.23367,1.05082,-1.57602,-0.79437,Good
-0.22136,-0.74718,-0.08317,0.58828,-0.88115,-0.19739,-0.84191,Bad
0.24644,-1.79592,-0.28591,1.75296,-1.72426,0.67829,-0.16684,Bad
-0.56979,1.60565,-1.60156,0.52830,-1.12523,-0.60501,0.91808,Good
1.43673,-2.44796,-3.37798,4.13587,0.51578,-0.59326,-0.58900,Good
3.83473,-5.25429,2.68968,1.68182,-0.93527,4.21248,0.95349,Good
2.07526,-3.40185,0.60565,1.93824,-3.45410,0.41933,-0.59826,Bad
-1.95691,-0.31118,-0.03995,0.73513,4.60235,0.22352,4.02459,Bad
-0.31189,-0.31182,-0.47639,-0.21668,0.78480,0.98086,-1.81226,Good
-0.35319,-2.94907,2.29318,3.88053,3.05412,0.70994,2.60880,Good
-2.89043,1.81903,-4.34359,-0.66342,-0.46747,1.92728,-1.44931,Bad
-1.02161,-0.92213,-1.36879,1.51939,0.34021,1.27381,0.48656,Bad
-2.58473,1.04869,0.59849,1.12158,1.49773,-0.30784,-0.20906,Good
-0.00813,1.21773,-0.49234,1.29224,-0.35778,-1.63849,1.50819,Good
-0.91782,-0.48981,-1.90743,1.99623,-0.51686,1.62211,0.14261,Bad
-1.31647,-1.49492,-0.56956,-0.66855,-2.49837,2.20045,-1.17021,Bad
-2.05895,-2.83894,-2.90651,1.10066,0.97441,4.98940,0.59816,Bad
-0.74777,0.32028,-1.04846,1.43123,0.94992,-2.27824,-0.08993,Good
2.44253,-1.42833,0.00394,1.03293,-1.05092,2.90345,-1.90638,Good
2.04272,1.20937,-1.60629,1.96407,0.30190,-0.73022,0.99033,Good
1.28109,-1.79483,-3.11922,2.29930,-0.04309,1.38542,-1.72733,Bad
-0.66900,-1.70485,-1.13701,1.88241,-0.98070,0.58006,-1.72219,Bad
-2.92375,-0.55062,-0.95910,-0.10938,1.14681,2.38987,-1.73345,Bad
3.33875,-3.59584,0.29422,2.02692,1.66914,2.98836,-1.07581,Good
